,High,Low,Open,Close,Volume,Adj Close,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,b_total,s_total,b_s_ratio,buy_volume,sell_volume,bs_ratio,Date
2019-04-12,81.30000305175781,81.0,81.1500015258789,81.0999984741211,7498409.0,81.0999984741211,23.0,0.0,62.0,992.0,1031.0,0.0,1.0,3.0,504.0,502.0,215258.0,215746.0,1.0022623908872568,6499000.0,1612000.0,4.031635216107186,2019-04-12
2019-04-15,82.0,81.55000305175781,81.6500015258789,81.8499984741211,7681554.0,81.8499984741211,18.0,0.0,18.0,992.0,992.0,0.0,23.0,106.0,587.0,504.0,215258.0,215663.0,1.0018768088674574,6293000.0,1494000.0,4.212179242182569,2019-04-15
2019-04-16,82.1500015258789,81.80000305175781,81.8499984741211,82.0999984741211,7767931.0,82.0999984741211,21.0,1.0,29.0,983.0,992.0,0.0,3.0,5.0,589.0,587.0,215267.0,215661.0,1.001825631306093,6571000.0,2594000.0,2.5331524544516366,2019-04-16
2019-04-17,82.9000015258789,82.30000305175781,82.30000305175781,82.75,23104837.0,82.75,8.0,0.0,126.0,865.0,983.0,0.0,9.0,0.0,580.0,589.0,206635.0,206920.0,1.0013743974912406,21596000.0,6469000.0,3.3383825416010917,2019-04-17
2019-04-18,83.3499984741211,82.44999694824219,82.9000015258789,82.69999694824219,20690365.0,82.69999694824219,79.0,0.0,30.0,914.0,865.0,0.0,7.0,3.0,576.0,580.0,206086.0,206424.0,1.001635231722525,18081000.0,2341000.0,7.723619084314786,2019-04-18
2019-04-19,83.5,82.69999694824219,83.25,82.80000305175781,12515659.0,82.80000305175781,30.0,0.0,70.0,874.0,914.0,0.0,1.0,2.0,577.0,576.0,206126.0,206423.0,1.0014360078980435,11429000.0,3333000.0,3.4290418754749847,2019-04-19
2019-04-22,83.0999984741211,82.6500015258789,83.0,82.69999694824219,2874312.0,82.69999694824219,27.0,0.0,24.0,877.0,874.0,1.0,1.0,10.0,586.0,577.0,206123.0,206414.0,1.0014069201063438,1157000.0,1324000.0,0.8738664094664581,2019-04-22
2019-04-23,83.19999694824219,82.55000305175781,82.69999694824219,83.05000305175781,6012031.0,83.05000305175781,20.0,0.0,57.0,840.0,877.0,3.0,0.0,0.0,586.0,586.0,206285.0,206539.0,1.001226452594941,5328000.0,2566000.0,2.0763826670371524,2019-04-23
2019-04-24,83.55000305175781,82.9000015258789,83.4000015258789,83.19999694824219,3108556.0,83.19999694824219,7.0,0.0,30.0,817.0,840.0,0.0,1.0,2.0,585.0,586.0,206058.0,206290.0,1.001121038149268,1658996.0,1530000.0,1.0843104024115018,2019-04-24
2019-04-25,83.44999694824219,83.0,83.0999984741211,83.4000015258789,3529039.0,83.4000015258789,11.0,0.0,4.0,824.0,817.0,0.0,0.0,0.0,585.0,585.0,206051.0,206290.0,1.00115504824025,3139100.0,1162000.0,2.7014606699994235,2019-04-25
2019-04-26,82.80000305175781,82.19999694824219,82.80000305175781,82.44999694824219,3815090.0,82.44999694824219,25.0,0.0,28.0,821.0,824.0,3.0,1.0,3.0,587.0,585.0,206054.0,206288.0,1.001130766057606,1280000.0,2495180.0,0.5129888372827462,2019-04-26
2019-04-29,82.94999694824219,82.5,82.5999984741211,82.80000305175781,3161957.0,82.80000305175781,14.0,0.0,17.0,818.0,821.0,0.0,1.0,1.0,587.0,587.0,206057.0,206288.0,1.0011161905871162,2322000.0,1261000.0,1.8413942574193043,2019-04-29
2019-04-30,82.9000015258789,82.4000015258789,82.80000305175781,82.80000305175781,3247891.0,82.80000305175781,15.0,0.0,4.0,829.0,818.0,0.0,0.0,0.0,587.0,587.0,201046.0,201288.0,1.0011987246763194,2377000.0,2344000.0,1.0140780656663542,2019-04-30
2019-05-02,83.44999694824219,82.9000015258789,82.94999694824219,83.0,6155563.0,83.0,34.0,0.0,23.0,840.0,829.0,0.0,3.0,0.0,584.0,587.0,196035.0,196291.0,1.0013007814891142,4205012.0,2825000.0,1.4884992961064438,2019-05-02
2019-05-03,83.80000305175781,83.0999984741211,83.0999984741211,83.75,30324466.0,83.75,81.0,0.0,96.0,825.0,840.0,0.0,6.0,6.0,584.0,584.0,196050.0,196291.0,1.0012241712615595,29329326.0,2104000.0,13.939787100861643,2019-05-03
